step,group,training_loss,gradient_norm,parameter_norm,update_norm,relative_update_norm,optimizer
4,fallback_decay,0.7150082588195801,0.8517949791501166,293.7754572352121,0.007889382562453561,2.6855145207507605e-05,adamw
4,fallback_no_decay,0.7150082588195801,0.22554398130337222,81.63364241562613,0.0022975694521948312,2.8144884684883738e-05,adamw
4,fallback,0.7150082588195801,0.8811496887632222,304.9066592382007,0.008217127393706706,2.6949648834292205e-05,adamw
5,all,0.7080204486846924,0.8122851133513638,416.4979753601114,0.0611673454020481,0.00014686108701767817,adamw
5,matrix,0.7080204486846924,0.6703241781454049,283.72969489358053,0.06064740406344553,0.00021375064068000622,adamw
5,fallback_decay,0.7080204486846924,0.44889428715146656,293.77537781166666,0.007639759722891557,2.6005445996870606e-05,adamw
5,fallback_no_decay,0.7080204486846924,0.09469171309413485,81.63363955061794,0.00222948318565289,2.7310838986548818e-05,adamw
5,fallback,0.7080204486846924,0.45877293028896693,304.9065819471067,0.007958424712128967,2.6101190277058517e-05,adamw
6,all,0.6942586898803711,0.7492251185813253,416.49792217706045,0.05653679736539122,0.0001357432879133463,adamw
6,matrix,0.6942586898803711,0.6057098404319075,283.72966864927287,0.05600741659484951,0.00019739710993735388,adamw
6,fallback_decay,0.6942586898803711,0.43523309239345914,293.7753249396557,0.007448866892902733,2.5355658765530434e-05,adamw
6,fallback_no_decay,0.6942586898803711,0.07089444832129645,81.63364969534476,0.0020231472309500172,2.4783251006176554e-05,adamw
6,fallback,0.6942586898803711,0.4409692364747844,304.9065337213727,0.007718726754218155,2.5315058552571467e-05,adamw
7,all,0.7050286531448364,0.9166119251724617,416.497890819549,0.05374339316423596,0.00012903641134528747,adamw
7,matrix,0.7050286531448364,0.7282051101896825,283.729661577292,0.05318200259115006,0.00018743899490629226,adamw
7,fallback_decay,0.7050286531448364,0.5425483655114798,293.7752854776785,0.007489650813475816,2.5494489100053623e-05,adamw
7,fallback_no_decay,0.7050286531448364,0.12464353149209462,81.63365629981817,0.0019829371883027373,2.4290682032174935e-05,adamw
7,fallback,0.7050286531448364,0.5566819009649937,304.90649746827035,0.007747703479131923,2.5410096352368408e-05,adamw
8,all,0.6686804294586182,1.8826272192498952,416.49783296650185,0.04767527046147296,0.00011446703124937363,adamw
8,matrix,0.6686804294586182,1.4035755819233064,283.72964240496276,0.047059280345898194,0.00016585958360575958,adamw
8,fallback_decay,0.6686804294586182,1.222365258440706,293.77521949781294,0.007462139836891045,2.5400848477441434e-05,adamw
8,fallback_no_decay,0.6686804294586182,0.2829911790965054,81.633665209617,0.001634630219786784,2.0023971918808484e-05,adamw
8,fallback,0.6686804294586182,1.2546955138555507,304.9064362825816,0.007639080239188255,2.5053850395301258e-05,adamw
9,all,0.6444854736328125,2.395358173114342,416.49778876661156,0.04745510369287928,0.00011393842890117044,adamw
9,matrix,0.6444854736328125,1.717273286095226,283.72963358515307,0.046875828636936616,0.00016521301650667455,adamw
9,fallback_decay,0.6444854736328125,1.6191394530385266,293.7751667287412,0.00718847321273043,2.4469301788765364e-05,adamw
9,fallback_no_decay,0.6444854736328125,0.40877948821275684,81.63366025489772,0.0017231973109122993,2.110890661440008e-05,adamw
9,fallback,0.6444854736328125,1.6699440824079657,304.9063841134058,0.007392127982014268,2.4243926553092e-05,adamw
10,all,0.6990143060684204,0.8286875848343966,416.49775308742517,0.044876474557349964,0.00010774721886177894,adamw
10,matrix,0.6990143060684204,0.6621477879583902,283.7296380488373,0.044265236267270934,0.00015601202811125334,adamw
10,fallback_decay,0.6990143060684204,0.48452018308786743,293.7751138419826,0.007207947315253,2.4535595343620737e-05,adamw
10,fallback_no_decay,0.6990143060684204,0.11629106733096671,81.63365302790112,0.0015913272446914722,1.94935199598085e-05,adamw
10,fallback,0.6990143060684204,0.49828046335419973,304.90633122247493,0.007381519281229325,2.42091374476688e-05,adamw
11,all,0.6478636860847473,2.639047939928617,416.49770312167846,0.04614361014134148,0.00011078959090408423,adamw
11,matrix,0.6478636860847473,1.9161647959330594,283.7296211890177,0.045575696209476595,0.00016063073012427754,adamw
11,fallback_decay,0.6478636860847473,1.7673971826452042,293.7750610881088,0.006999199347944892,2.38250289933416e-05,adamw
11,fallback_no_decay,0.6478636860847473,0.4113316215003255,81.63364654508743,0.0017606477175576023,2.1567672057687284e-05,adamw
11,fallback,0.6478636860847473,1.8146312308753787,304.90627865882055,0.007217248221975811,2.3670382432667642e-05,adamw
12,all,0.6704748272895813,1.6419681142888563,416.4976753309821,0.04720550453483923,0.00011333917889775975,adamw
12,matrix,0.6704748272895813,1.2114433352192426,283.72963831773393,0.04663855503370238,0.00016437674720987136,adamw
12,fallback_decay,0.6704748272895813,1.080176696883868,293.7750081557819,0.007048954639057614,2.3994398581787192e-05,adamw
12,fallback_no_decay,0.6704748272895813,0.24835989491710833,81.63363571022873,0.0018753882940738494,2.2973230063289493e-05,adamw
12,fallback,0.6704748272895813,1.1083611026620253,304.9062247580394,0.00729416498010849,2.3922650270248922e-05,adamw
13,all,0.6720681190490723,0.6912049823579575,416.4976375459117,0.04660331029047105,0.00011189333645460076,adamw
13,matrix,0.6720681190490723,0.5861916934666267,283.7296562800287,0.04601159133100878,0.00016216701466552854,adamw
13,fallback_decay,0.6720681190490723,0.3590225767038764,293.77494186268996,0.007175212432069056,2.442418126806316e-05,adamw
13,fallback_no_decay,0.6720681190490723,0.0724321445499295,81.63361906785447,0.0018216255852519542,2.2314649357120938e-05,adamw
13,fallback,0.6720681190490723,0.3662562301820853,304.906156429388,0.0074028368358463005,2.427906645945568e-05,adamw
14,all,0.6847857236862183,0.8126583192628337,416.49761717300464,0.04524653411182047,0.00010863575743586062,adamw
14,matrix,0.6847857236862183,0.6756218585356659,283.72967386586697,0.044623956757827335,0.0001572763121665,adamw
14,fallback_decay,0.6847857236862183,0.4424956022144388,293.7749022179568,0.007276021899581159,2.476733663988406e-05,adamw
14,fallback_no_decay,0.6847857236862183,0.0902568011663801,81.63359667189347,0.0017351765686825003,2.125566726719911e-05,adamw
14,fallback,0.6847857236862183,0.45160674057846645,304.9061122358151,0.007480062326457541,2.4532346274096475e-05,adamw
15,all,0.6665337085723877,0.7707500378793546,416.49757918264044,0.044549735558104805,0.00010696277189781475,adamw
15,matrix,0.6665337085723877,0.633166822554814,283.72969153237324,0.04393683182407868,0.00015485454337465962,adamw
15,fallback_decay,0.6665337085723877,0.43208701043781444,293.7748359204788,0.007170968002006995,2.440974217392836e-05,adamw
15,fallback_no_decay,0.6665337085723877,0.08035055144664084,81.63358002586907,0.0016765934134091336,2.0538036098353567e-05,adamw
15,fallback,0.6665337085723877,0.43949447744751835,304.9060439019604,0.007364356561146064,2.4152871707305357e-05,adamw
16,all,0.6639087200164795,0.8557191013881126,416.49756259201706,0.04467518375251413,0.0001072639740662204,adamw
16,matrix,0.6639087200164795,0.7221559813262516,283.7297229394927,0.044079987619189076,0.00015535907610423117,adamw
16,fallback_decay,0.6639087200164795,0.4504619789176995,293.7747830281825,0.0070655975332758365,2.405106885092318e-05,adamw
16,fallback_no_decay,0.6639087200164795,0.08848686153744816,81.63357656328787,0.0017041321283298016,2.087538241092062e-05,adamw
16,fallback,0.6639087200164795,0.45907071254350074,304.90599201355474,0.007268200245799468,2.3837512007557912e-05,adamw
17,all,0.6707311272621155,1.0308135738486983,416.49753747845824,0.04626853946196937,0.00011108958708876505,adamw
17,matrix,0.6707311272621155,0.8847365883774057,283.729753781926,0.04568679302966338,0.00016102221364058328,adamw
17,fallback_decay,0.6707311272621155,0.5102176306574362,293.7747168425727,0.007099738179943484,2.4167287968991817e-05,adamw
17,fallback_no_decay,0.6707311272621155,0.1396272272278825,81.63357941762449,0.0017573856676243328,2.1527730134603377e-05,adamw
17,fallback,0.6707311272621155,0.528978064967759,304.9059290083867,0.007314006194181041,2.3987746705902405e-05,adamw
18,all,0.6256396770477295,1.3219408241122939,416.4975132688004,0.04872375648129229,0.00011698450753977685,adamw
18,matrix,0.6256396770477295,1.0588662648456215,283.7297747289646,0.04814730826577115,0.00016969423921674872,adamw
18,fallback_decay,0.6256396770477295,0.7685318704729868,293.77466400858657,0.007222773790650369,2.4586101783233624e-05,adamw
18,fallback_no_decay,0.6256396770477295,0.1889141066566102,81.63357322810023,0.0019164266691349392,2.347596207482021e-05,adamw
18,fallback,0.6256396770477295,0.791409992119491,304.90587644606904,0.007472693785314473,2.4508198636296942e-05,adamw
19,all,0.6786248683929443,0.9367635428926829,416.4974936677929,0.048201319472559095,0.00011573015493583131,adamw
19,matrix,0.6786248683929443,0.7877326723669792,283.72980218329667,0.047626146067758085,0.00016785739707734468,adamw
19,fallback_decay,0.6786248683929443,0.4923305946815279,293.77461098864,0.007184398987833944,2.4455479538059054e-05,adamw
19,fallback_no_decay,0.6786248683929443,0.12088737617701034,81.63356860418241,0.0018713152625590731,2.2923354871726118e-05,adamw
19,fallback,0.6786248683929443,0.506954802895119,304.9058241237457,0.0074241100226408235,2.434886261676575e-05,adamw
20,all,0.596000075340271,1.119500551965552,416.4974727156798,0.049468064087382885,0.00011877158284980049,adamw
20,matrix,0.596000075340271,0.9195501937118608,283.72982646464783,0.04888086307722185,0.0001722796072809508,adamw
20,fallback_decay,0.596000075340271,0.6179806043835799,293.7745576534905,0.007340448851012525,2.4986673147068933e-05,adamw
20,fallback_no_decay,0.596000075340271,0.16065148521367653,81.63356924933072,0.0019668248638296986,2.4093334175092727e-05,adamw
20,fallback,0.596000075340271,0.6385208901012205,304.90577290843356,0.007599380854997978,2.4923702764001627e-05,adamw
21,all,0.6938567757606506,1.7690283277391818,416.49745061547077,0.04694876308809535,0.00011272281023261427,adamw
21,matrix,0.6938567757606506,1.466561257685442,283.7298485410462,0.04633668513599773,0.00016331269118939515,adamw
21,fallback_decay,0.6938567757606506,0.9471670886042626,293.7745042198269,0.007356942546757881,2.5042821759824316e-05,adamw
21,fallback_no_decay,0.6938567757606506,0.28554125457577095,81.63357205498475,0.001724344070426487,2.112297706714396e-05,adamw
21,fallback,0.6938567757606506,0.9892721070563852,304.9057221766451,0.007556319614039054,2.4782478859682895e-05,adamw
22,all,0.6761495471000671,1.5498904610043578,416.4974161577018,0.04767092307835222,0.00011445670784258163,adamw
22,matrix,0.6761495471000671,1.3065976390981007,283.72985085355555,0.0470646801323461,0.00016587849318906554,adamw
22,fallback_decay,0.6761495471000671,0.803964706905381,293.77445088455653,0.007370858973817169,2.5090197434199847e-05,adamw
22,fallback_no_decay,0.6761495471000671,0.22046269676776317,81.63358015019479,0.0017615984702025723,2.1579336186915584e-05,adamw
22,fallback,0.6761495471000671,0.8336444389639805,304.905672955852,0.007578442530106112,2.485503945085145e-05,adamw
23,all,0.6511775255203247,1.1756281764572498,416.49736595758185,0.048750794036262056,0.00011704946542501562,adamw
23,matrix,0.6511775255203247,1.0439513663405446,283.7298411732837,0.048131839728656145,0.00016963968093599413,adamw
23,fallback_decay,0.6511775255203247,0.5210277347555937,293.77438418271316,0.007524507290679976,2.5613217815478782e-05,adamw
23,fallback_no_decay,0.6511775255203247,0.14421252931476855,81.6335977123066,0.0018296758001094396,2.2413269185533012e-05,adamw
23,fallback,0.6511775255203247,0.5406173822546851,304.9056133910739,0.007743766751459023,2.5397258729791953e-05,adamw
24,all,0.6788211464881897,2.1844469810973677,416.4973193170989,0.051165165060170686,0.00012284632502332205,adamw
24,matrix,0.6788211464881897,1.821839151871436,283.72982256564916,0.050584798664498186,0.0001782850960363672,adamw
24,fallback_decay,0.6788211464881897,1.161470636771629,293.77433074222114,0.007425913527613395,2.5277611930395067e-05,adamw
24,fallback_no_decay,0.6788211464881897,0.3220196855024176,81.63361674062178,0.001976883402505597,2.4216535802729885e-05,adamw
24,fallback,0.6788211464881897,1.205284496678593,304.9055669960695,0.007684546812056891,2.520303872364505e-05,adamw
25,all,0.6273899078369141,0.9890501707258078,416.49725207698003,0.051403485990513184,0.0001234185477435333,adamw
25,matrix,0.6273899078369141,0.8686496991626008,283.7297876359967,0.050798132734532625,0.00017903700967662476,adamw
25,fallback_decay,0.6273899078369141,0.460119999476114,293.7742642098673,0.007611307848624171,2.5908695130580887e-05,adamw
25,fallback_no_decay,0.6273899078369141,0.10935047525993422,81.63363451212219,0.0019839545093479805,2.430315054823846e-05,adamw
25,fallback,0.6273899078369141,0.47293545051885527,304.9055076506616,0.00786562665410011,2.579693202233647e-05,adamw
26,all,0.6444522738456726,1.575878609052934,416.4971812420609,0.0527283817983727,0.00012659961260992996,adamw
26,matrix,0.6444522738456726,1.2805580989828484,283.729735228065,0.05213531917819705,0.0001837499306736043,adamw
26,fallback_decay,0.6444522738456726,0.8886324695611817,293.7742108756692,0.0076054386281525855,2.588872115589258e-05,adamw
26,fallback_no_decay,0.6444522738456726,0.23215658431679018,81.63364719508768,0.002085196522125705,2.554334632559676e-05,adamw
26,fallback,0.6444522738456726,0.9184575905288406,304.9054596592101,0.007886110654973123,2.5864117565449145e-05,adamw
27,all,0.7102257609367371,2.2957260425469728,416.49711823277437,0.05575321105681188,0.00013386217723036488,adamw
27,matrix,0.7102257609367371,1.8437187877383159,283.7296927961872,0.05515465832176918,0.00019439156254043766,adamw
27,fallback_decay,0.7102257609367371,1.3218139090974457,293.7741576928195,0.00782821172187884,2.6647039968928416e-05,adamw
27,fallback_no_decay,0.7102257609367371,0.3519475584311825,81.63366458674567,0.0022590506394825254,2.7673027431985615e-05,adamw
27,fallback,0.7102257609367371,1.3678666214836668,304.90541307426287,0.008147650492891043,2.67218951960902e-05,adamw
28,all,0.6933614015579224,1.7259852096664956,416.4970520216237,0.05531951433556813,0.00013282090249391743,adamw
28,matrix,0.6933614015579224,1.3292250588127654,283.72964581994995,0.05471575361856287,0.00019284468304480446,adamw
28,fallback_decay,0.6933614015579224,1.0703572330037163,293.7741044181511,0.007831484307034049,2.6658184602571024e-05,adamw
28,fallback_no_decay,0.6933614015579224,0.2579168097823893,81.63368176740575,0.0022589435195531633,2.767170940530949e-05,adamw
28,fallback,0.6933614015579224,1.1009930458507433,304.90536634436074,0.008150765134381668,2.673211440029618e-05,adamw
29,all,0.679507851600647,2.3555977042642025,416.49698489602775,0.05576254268636711,0.00013388462511988508,adamw
29,matrix,0.679507851600647,1.7375907283199554,283.7295965849729,0.05513330544277085,0.00019431637060908174,adamw
29,fallback_decay,0.679507851600647,1.5492004780357904,293.7740510691129,0.008026598611065135,2.732235397188572e-05,adamw
29,fallback_no_decay,0.679507851600647,0.3599956722586897,81.63370240074114,0.002313765878366878,2.834326767403694e-05,adamw
29,fallback,0.679507851600647,1.5904776028574898,304.9053204672075,0.008353430301561606,2.7396800714272925e-05,adamw
30,all,0.6677190065383911,1.3013106374079264,416.49692735549763,0.05399834385716144,0.0001296488408690506,adamw
30,matrix,0.6677190065383911,1.1316381108837836,283.72955996124335,0.053351815821830434,0.00018803756587476518,adamw
30,fallback_decay,0.6677190065383911,0.619257317265326,293.77399767573286,0.008027199890727404,2.7324405680001027e-05,adamw
30,fallback_no_decay,0.6677190065383911,0.17124525114512437,81.63372826466009,0.002229114116422618,2.7306288268443813e-05,adamw
30,fallback,0.6677190065383911,0.6424986856223173,304.9052759477439,0.008330959598373324,2.7323107389591783e-05,adamw
31,all,0.6304070949554443,1.5054987852607327,416.4968845810254,0.050380863902531235,0.00012096336315507331,adamw
31,matrix,0.6304070949554443,1.3699785874552497,283.7295454677103,0.04968678379117265,0.0001751202318717535,adamw
31,fallback_decay,0.6304070949554443,0.5765931222118424,293.77394421204076,0.008085387743471124,2.7522480814824192e-05,adamw
31,fallback_no_decay,0.6304070949554443,0.23921879891358888,81.63375280168934,0.0020202646094917846,2.474790806689432e-05,adamw
31,fallback,0.6304070949554443,0.6242477571731122,304.9052310052856,0.008333964486043725,2.7332966569862667e-05,adamw
32,all,0.6547796726226807,1.4498731629287374,416.4968505194471,0.05047444069954869,0.00012118804892905652,adamw
32,matrix,0.6547796726226807,1.1908222962508088,283.72954468790977,0.049781993010571624,0.00017545579564274728,adamw
32,fallback_decay,0.6547796726226807,0.8046190408640372,293.7738909293194,0.00807781238433014,2.749669944724129e-05,adamw
32,fallback_no_decay,0.6547796726226807,0.19147492371579375,81.6337734767811,0.0020423718836730166,2.5018712190903724e-05,adamw
32,fallback,0.6547796726226807,0.8270879320440677,304.9051852032203,0.008332006710730342,2.7326549744232893e-05,adamw
